task_create_time, task_end_time, job_id, task_id,number_of_instances, status, number_of_cpus_requested_per_instance_in_the_task,normalized_memory_requested_per_instance_in_the_task
53806,53814,4704,29029,1103,Running,50,0.008220951
53806,53814,4704,29030,1,Running,50,0.004167422
53806,53813,4704,29031,1,Terminated,50,0.005404706
53806,53814,4704,29034,3,Running,50,0.00805529
53821,53832,4713,29090,1,Waiting,,
53821,53832,4713,29087,1,Waiting,,
53821,53832,4713,29086,1,Waiting,,
53821,53832,4713,29089,1,Waiting,,
53821,53832,4713,29084,501,Waiting,,
53821,53832,4713,29088,252,Waiting,,
53821,53832,4713,29085,1,Waiting,,
53975,53986,4718,29121,1,Waiting,,
53975,53986,4718,29122,1,Waiting,,
53975,53986,4718,29116,1,Waiting,,
53975,53986,4718,29118,243,Waiting,,
53975,53986,4718,29119,6,Waiting,,
53975,53986,4718,29117,1,Waiting,,
53975,53986,4718,29120,1,Waiting,,
53975,53986,4718,29115,315,Waiting,,
53981,53991,4721,29150,1,Waiting,,
53981,53991,4721,29149,1,Waiting,,
53981,53991,4721,29151,5,Waiting,,
53981,53991,4721,29139,7,Waiting,,
53981,53991,4721,29144,2,Waiting,,
53981,53991,4721,29143,24,Waiting,,
53981,53991,4721,29148,1,Waiting,,
53981,53991,4721,29147,1,Waiting,,
53981,53991,4721,29152,3,Waiting,,
53981,53991,4721,29138,305,Waiting,,
53981,53991,4721,29140,31,Waiting,,
53981,53991,4721,29145,2,Waiting,,
53981,53991,4721,29142,187,Waiting,,
53981,53991,4721,29141,1,Waiting,,
53981,53991,4721,29146,1,Waiting,,
54114,54154,4725,29188,1,Running,50,0.004141537
54114,54129,4725,29184,1,Terminated,50,0.004089768
54114,54124,4725,29185,1,Terminated,50,0.004079414
54114,54154,4725,29186,451,Failed,50,0.013356457
54114,54143,4725,29187,1,Terminated,50,0.009717081
54114,54154,4725,29182,501,Running,50,0.008510859
54114,54154,4725,29183,1,Running,50,0.004162245
54148,54579,4732,29239,5,Terminated,50,0.009515181
54148,54540,4732,29234,435,Terminated,50,0.008748997
54148,54221,4732,29237,235,Terminated,50,0.016007041
54148,54424,4732,29238,180,Terminated,50,0.013356457
54148,54158,4732,29235,1,Terminated,50,0.004167422
54148,54153,4732,29236,1,Terminated,50,0.004094945
54148,54648,4732,29241,5,Terminated,50,0.008402143
54148,54611,4732,29240,5,Terminated,50,0.009199389
54162,54274,4737,29285,5,Terminated,50,0.00805529
54162,54454,4737,29282,1,Terminated,50,0.004208837
54162,54430,4737,29272,305,Terminated,50,0.008060466
54162,54341,4737,29274,31,Terminated,50,0.016007041
54162,54229,4737,29277,18,Terminated,50,0.00805529
54162,54196,4737,29278,2,Terminated,50,0.004198483
54162,54299,4737,29286,3,Terminated,50,0.00805529
54162,54448,4737,29281,1,Terminated,50,0.004198483
54162,54252,4737,29273,7,Terminated,50,0.00805529
54162,54166,4737,29275,1,Terminated,50,0.004094945
54162,54386,4737,29276,180,Terminated,50,0.016007041
54162,54460,4737,29283,1,Terminated,50,0.004157068
54162,54469,4737,29284,1,Terminated,50,0.007899982
54162,54441,4737,29280,1,Terminated,50,0.00805529
54162,54186,4737,29279,1,Terminated,50,0.013356457
54422,54433,4760,29455,1,Terminated,50,0.004089768
54422,54425,4760,29456,1,Terminated,50,0.004079414
54422,54460,4760,29454,1,Running,50,0.004162245
54422,54460,4760,29459,1,Running,50,0.004141537
54422,54460,4760,29458,1,Running,50,0.009717081
54422,54460,4760,29457,132,Failed,50,0.013356457
54422,54460,4760,29453,501,Running,50,0.008510859
55286,55814,4778,29580,3,Terminated,50,0.004162245
55286,55807,4778,29579,1003,Terminated,50,0.008510859
55286,55610,4778,29583,130,Terminated,50,0.013356457
55286,55324,4778,29584,2,Terminated,50,0.009717081
55286,55833,4778,29585,3,Terminated,50,0.004141537
55286,55296,4778,29581,1,Terminated,50,0.004089768
55286,55291,4778,29582,1,Terminated,50,0.004079414
55141,55156,4787,29641,1,Waiting,,
55141,55156,4787,29642,1,Waiting,,
55141,55156,4787,29644,21,Waiting,,
55141,55156,4787,29646,3,Waiting,,
55141,55156,4787,29647,3,Waiting,,
55141,55156,4787,29643,241,Waiting,,
55141,55156,4787,29645,3,Waiting,,
55141,55156,4787,29640,1103,Waiting,,
55337,55363,4792,29674,1,Terminated,50,0.009717081
55337,55485,4792,29675,1,Terminated,50,0.004141537
55337,55473,4792,29669,501,Terminated,50,0.008510859
55337,55474,4792,29670,1,Terminated,50,0.004162245
55337,55452,4792,29673,122,Terminated,50,0.013356457
55337,55345,4792,29671,1,Terminated,50,0.004089768
55337,55340,4792,29672,1,Terminated,50,0.004079414
55602,56021,4809,29802,1,Terminated,50,0.004162245
55602,56038,4809,29807,1,Terminated,50,0.004141537
55602,55607,4809,29804,1,Terminated,50,0.004079414
55602,55870,4809,29805,530,Terminated,50,0.013356457
55602,55629,4809,29806,1,Terminated,50,0.009717081
55602,56014,4809,29801,501,Terminated,50,0.008510859
55602,55613,4809,29803,1,Terminated,50,0.004089768
55592,55606,4815,29840,1,Waiting,,
55592,55606,4815,29841,1,Waiting,,
55592,55606,4815,29844,3,Waiting,,
55592,55606,4815,29842,243,Waiting,,
55592,55606,4815,29839,1103,Waiting,,
55592,55606,4815,29843,21,Waiting,,
55592,55606,4815,29845,3,Waiting,,
55592,55606,4815,29846,3,Waiting,,
55629,55876,4819,29881,1,Terminated,50,0.004208837
55629,55746,4819,29884,5,Terminated,50,0.00805529
55629,55728,4819,29872,7,Terminated,50,0.00805529
55629,55656,4819,29878,1,Terminated,50,0.013356457
55629,55671,4819,29877,2,Terminated,50,0.004198483
55629,55703,4819,29876,21,Terminated,50,0.00805529
55629,55765,4819,29875,187,Terminated,50,0.016007041
55629,55633,4819,29874,1,Terminated,50,0.004094945
55629,55855,4819,29871,305,Terminated,50,0.008060466
55629,55816,4819,29873,31,Terminated,50,0.016007041
55629,55863,4819,29879,1,Terminated,50,0.00805529
55629,55890,4819,29883,1,Terminated,50,0.007899982
55629,55881,4819,29882,1,Terminated,50,0.004157068
55629,55773,4819,29885,3,Terminated,50,0.00805529
55629,55869,4819,29880,1,Terminated,50,0.004198483
55596,55607,4820,29890,244,Waiting,,
55596,55607,4820,29892,1,Waiting,,
55596,55607,4820,29889,1,Waiting,,
55596,55607,4820,29888,1,Waiting,,
55596,55607,4820,29886,313,Waiting,,
55596,55607,4820,29887,1,Waiting,,
55596,55607,4820,29891,8,Waiting,,
55743,55754,4837,30023,249,Waiting,,
55743,55754,4837,30020,1,Waiting,,
55743,55754,4837,30021,1,Waiting,,
55743,55754,4837,30022,1,Waiting,,
55743,55754,4837,30024,6,Waiting,,
55743,55754,4837,30019,313,Waiting,,
55743,55754,4837,30025,1,Waiting,,
55891,56260,4840,30040,501,Terminated,50,0.008510859
55891,56266,4840,30041,1,Terminated,50,0.004162245
55891,56233,4840,30044,129,Terminated,50,0.013356457
55891,55938,4840,30045,1,Terminated,50,0.009717081
55891,55895,4840,30043,1,Terminated,50,0.004079414
55891,55902,4840,30042,1,Terminated,50,0.004089768
55891,56286,4840,30046,1,Terminated,50,0.004141537
55894,55930,4850,30114,2,Terminated,50,0.004198483
55894,55911,4850,30115,1,Terminated,50,0.013356457
55894,56028,4850,30110,31,Terminated,50,0.016007041
55894,55971,4850,30113,18,Terminated,50,0.00805529
55894,56060,4850,30119,1,Terminated,50,0.004157068
55894,55985,4850,30109,7,Terminated,50,0.00805529
55894,55995,4850,30121,5,Terminated,50,0.00805529
55894,55954,4850,30112,180,Terminated,50,0.016007041
55894,55904,4850,30111,1,Terminated,50,0.004094945
55894,56056,4850,30116,1,Terminated,50,0.00805529
55894,56053,4850,30108,305,Terminated,50,0.008060466
55894,56059,4850,30118,1,Terminated,50,0.004208837
55894,56071,4850,30120,1,Terminated,50,0.007899982
55894,56005,4850,30122,3,Terminated,50,0.00805529
55894,56058,4850,30117,1,Terminated,50,0.004198483
56394,56400,4852,30133,1,Terminated,50,0.004079414
56394,56804,4852,30136,3,Terminated,50,0.004141537
56394,56583,4852,30134,250,Terminated,50,0.013356457
56394,56446,4852,30135,2,Terminated,50,0.009717081
56394,56786,4852,30131,3,Terminated,50,0.004162245
56394,56405,4852,30132,1,Terminated,50,0.004089768
56394,56781,4852,30130,1003,Terminated,50,0.008510859
56288,56318,4864,30212,248,Failed,50,0.013356457
56288,56308,4864,30213,1,Terminated,50,0.009717081
56288,56318,4864,30209,1,Running,50,0.004162245
56288,56296,4864,30210,1,Terminated,50,0.004089768
56288,56291,4864,30211,1,Terminated,50,0.004079414
56288,56318,4864,30208,501,Running,50,0.008510859
56288,56318,4864,30214,1,Running,50,0.004141537
56470,56523,4868,30241,1,Terminated,50,0.009717081
56470,56478,4868,30238,1,Terminated,50,0.004089768
56470,56472,4868,30239,1,Terminated,50,0.004079414
56470,56629,4868,30237,1,Terminated,50,0.004162245
56470,56606,4868,30240,129,Terminated,50,0.013356457
56470,56640,4868,30242,1,Terminated,50,0.004141537
56470,56629,4868,30236,501,Terminated,50,0.008510859
57068,57274,4875,30295,1,Terminated,50,0.00805529
57068,57072,4875,30290,1,Terminated,50,0.004094945
57068,57143,4875,30291,187,Terminated,50,0.016007041
57068,57088,4875,30294,2,Terminated,50,0.013356457
57068,57272,4875,30287,305,Terminated,50,0.008060466
57068,57249,4875,30289,31,Terminated,50,0.016007041
57068,57186,4875,30301,3,Terminated,50,0.00805529
57068,57276,4875,30296,1,Terminated,50,0.004198483
57068,57142,4875,30292,24,Terminated,50,0.00805529
57068,57107,4875,30293,2,Terminated,50,0.004198483
57068,57277,4875,30297,1,Terminated,50,0.004208837
57068,57159,4875,30288,7,Terminated,50,0.00805529
57068,57173,4875,30300,5,Terminated,50,0.00805529
57068,57278,4875,30298,1,Terminated,50,0.004157068
57068,57291,4875,30299,1,Terminated,50,0.007899982
57333,57735,4882,30350,1,Terminated,50,0.004141537
57333,57338,4882,30347,1,Terminated,50,0.004079414
57333,57346,4882,30346,1,Terminated,50,0.004089768
57333,57714,4882,30344,501,Terminated,50,0.008510859
57333,57719,4882,30345,1,Terminated,50,0.004162245
57333,57682,4882,30348,128,Terminated,50,0.013356457
57333,57374,4882,30349,1,Terminated,50,0.009717081
57386,57397,4884,30360,1,Terminated,50,0.004089768
57386,57390,4884,30361,1,Terminated,50,0.004079414
57386,57677,4884,30359,1,Terminated,50,0.004162245
57386,57640,4884,30362,132,Terminated,50,0.013356457
57386,57671,4884,30358,501,Terminated,50,0.008510859
57386,57440,4884,30363,1,Terminated,50,0.009717081
57386,57692,4884,30364,1,Terminated,50,0.004141537
57422,57655,4888,30392,1,Terminated,50,0.004141537
57422,57459,4888,30391,1,Terminated,50,0.009717081
57422,57627,4888,30386,501,Terminated,50,0.008510859
57422,57587,4888,30390,236,Terminated,50,0.013356457
57422,57634,4888,30387,1,Terminated,50,0.004162245
57422,57435,4888,30388,1,Terminated,50,0.004089768
57422,57427,4888,30389,1,Terminated,50,0.004079414
57449,57458,4897,30451,1,Terminated,50,0.004131183
57449,57452,4897,30452,1,Terminated,50,0.003960345
57449,57479,4897,30455,1,Running,50,0.004322729
57449,57479,4897,30450,1,Running,50,0.004586752
57449,57479,4897,30449,313,Running,50,0.008122589
57449,57479,4897,30453,243,Failed,50,0.016007041
57449,57479,4897,30454,8,Running,50,0.013356457
57491,57796,4898,30456,313,Terminated,50,0.008122589
57491,57850,4898,30462,1,Terminated,50,0.004322729
57491,57747,4898,30460,243,Terminated,50,0.016007041
57491,57817,4898,30457,1,Terminated,50,0.004586752
57491,57502,4898,30458,1,Terminated,50,0.004131183
57491,57495,4898,30459,1,Terminated,50,0.003960345
57491,57585,4898,30461,8,Terminated,50,0.013356457
57480,57484,4902,30481,1,Terminated,50,0.004079414
57480,57488,4902,30480,1,Terminated,50,0.004089768
57480,57497,4902,30479,1,Running,50,0.004162245
57480,57497,4902,30483,1,Running,50,0.009717081
57480,57497,4902,30478,501,Running,50,0.008510859
57480,57497,4902,30482,231,Failed,50,0.013356457
57480,57497,4902,30484,1,Running,50,0.004141537
57497,57508,4904,30495,242,Waiting,,
57497,57508,4904,30498,3,Waiting,,
57497,57508,4904,30499,3,Waiting,,
57497,57508,4904,30496,21,Waiting,,
57497,57508,4904,30497,3,Waiting,,
57497,57508,4904,30493,1,Waiting,,
57497,57508,4904,30494,1,Waiting,,
57497,57508,4904,30492,1103,Waiting,,
58085,58097,4919,30607,1,Terminated,50,0.004089768
58085,58090,4919,30608,1,Terminated,50,0.004079414
58085,58503,4919,30609,134,Terminated,50,0.013356457
58085,58137,4919,30610,1,Terminated,50,0.009717081
58085,58554,4919,30605,501,Terminated,50,0.008510859
58085,58561,4919,30606,1,Terminated,50,0.004162245
58085,58581,4919,30611,1,Terminated,50,0.004141537
58062,58262,4921,30619,1003,Terminated,50,0.008510859
58062,58298,4921,30625,3,Terminated,50,0.004141537
58063,58233,4921,30623,244,Terminated,50,0.013356457
58062,58269,4921,30620,3,Terminated,50,0.004162245
58063,58068,4921,30622,1,Terminated,50,0.004079414
58063,58076,4921,30621,1,Terminated,50,0.004089768
58063,58106,4921,30624,2,Terminated,50,0.009717081
58196,58376,4925,30647,1,Terminated,50,0.004141537
58196,58364,4925,30642,1,Terminated,50,0.004162245
58196,58341,4925,30645,231,Terminated,50,0.013356457
58196,58204,4925,30643,1,Terminated,50,0.004089768
58196,58199,4925,30644,1,Terminated,50,0.004079414
58196,58215,4925,30646,1,Terminated,50,0.009717081
58196,58363,4925,30641,501,Terminated,50,0.008510859
58280,58288,4936,30734,1,Terminated,50,0.004089768
58280,58322,4936,30732,501,Running,50,0.008510859
58280,58283,4936,30735,1,Terminated,50,0.004079414
58280,58322,4936,30733,1,Running,50,0.004162245
58280,58322,4936,30736,238,Failed,50,0.013356457
58280,58322,4936,30737,1,Running,50,0.009717081
58280,58322,4936,30738,1,Running,50,0.004141537
58582,58717,4942,30780,3,Terminated,50,0.004141537
58582,58613,4942,30779,2,Terminated,50,0.009717081
58582,58698,4942,30774,1003,Terminated,50,0.008510859
58582,58699,4942,30775,3,Terminated,50,0.004162245
58582,58684,4942,30778,244,Terminated,50,0.013356457
58582,58590,4942,30776,1,Terminated,50,0.004089768
58582,58587,4942,30777,1,Terminated,50,0.004079414
58681,58754,4949,30827,245,Terminated,50,0.016007041
58681,58789,4949,30828,6,Terminated,50,0.013356457
58681,58692,4949,30825,1,Terminated,50,0.004131183
58681,58686,4949,30826,1,Terminated,50,0.003960345
58681,58850,4949,30823,313,Terminated,50,0.008122589
58681,58876,4949,30824,1,Terminated,50,0.004586752
58681,58982,4949,30829,1,Terminated,50,0.004322729
58848,58859,4963,30938,1,Waiting,,
58848,58859,4963,30939,1,Waiting,,
58848,58859,4963,30941,1,Waiting,,
58848,58859,4963,30940,502,Waiting,,
58848,58859,4963,30942,1,Waiting,,
58848,58859,4963,30937,1,Waiting,,
58848,58859,4963,30936,501,Waiting,,
58975,59202,4966,30976,1,Terminated,50,0.004157068
58975,59212,4966,30977,1,Terminated,50,0.007899982
58975,58980,4966,30968,1,Terminated,50,0.004094945
58975,59074,4966,30969,181,Terminated,50,0.016007041
58975,59008,4966,30971,2,Terminated,50,0.004198483
58975,59183,4966,30973,1,Terminated,50,0.00805529
58975,58995,4966,30972,1,Terminated,50,0.013356457
58975,59079,4966,30978,5,Terminated,50,0.00805529
58975,59195,4966,30975,1,Terminated,50,0.004208837
58975,59175,4966,30965,305,Terminated,50,0.008060466
58975,59138,4966,30967,31,Terminated,50,0.016007041
58975,59045,4966,30970,18,Terminated,50,0.00805529
58975,59064,4966,30966,7,Terminated,50,0.00805529
58975,59097,4966,30979,3,Terminated,50,0.00805529
58975,59189,4966,30974,1,Terminated,50,0.004198483
58883,58906,4972,31015,242,Running,50,0.013356457
58883,58906,4972,31017,5,Running,50,0.009199389
58883,58906,4972,31018,5,Running,50,0.008402143
58883,58906,4972,31011,435,Failed,50,0.008748997
58883,58906,4972,31016,5,Running,50,0.009515181
58883,58906,4972,31014,242,Running,50,0.016007041
58883,58886,4972,31013,1,Terminated,50,0.004094945
58883,58893,4972,31012,1,Terminated,50,0.004167422
58884,58894,4975,31030,1,Waiting,,
58884,58894,4975,31029,1,Waiting,,
58884,58894,4975,31035,3,Waiting,,
58884,58894,4975,31033,3,Waiting,,
58884,58894,4975,31028,1103,Waiting,,
58884,58894,4975,31034,3,Waiting,,
58884,58894,4975,31032,21,Waiting,,
58884,58894,4975,31031,242,Waiting,,
59089,59390,4987,31134,435,Terminated,50,0.008748997
59089,59094,4987,31136,1,Terminated,50,0.004094945
59089,59100,4987,31135,1,Terminated,50,0.004167422
59089,59503,4987,31141,5,Terminated,50,0.008402143
59089,59328,4987,31138,172,Terminated,50,0.013356457
59089,59161,4987,31137,243,Terminated,50,0.016007041
59089,59425,4987,31139,5,Terminated,50,0.009515181
59089,59453,4987,31140,5,Terminated,50,0.009199389
59198,59210,4991,31159,1,Terminated,50,0.004089768
59199,59204,4991,31160,1,Terminated,50,0.004079414
59198,59509,4991,31157,501,Terminated,50,0.008510859
59198,59541,4991,31163,1,Terminated,50,0.004141537
59199,59468,4991,31161,252,Terminated,50,0.013356457
59199,59225,4991,31162,1,Terminated,50,0.009717081
59198,59516,4991,31158,1,Terminated,50,0.004162245
14261,14281,4998,31202,1,Terminated,50,0.004105299
14261,14325,4998,31208,1,Terminated,50,0.004141537
14261,14278,4998,31204,4261,Terminated,50,0.004167422
14261,14269,4998,31205,1,Terminated,50,0.004094945
14261,14314,4998,31203,21,Terminated,50,0.00805529
14261,14319,4998,31207,1,Terminated,50,0.004162245
14261,14276,4998,31206,1,Terminated,50,0.005404706
6763,7079,5001,31218,1,Terminated,50,0.004105299
6763,6811,5001,31219,1065,Terminated,50,0.007879274
6763,6791,5001,31220,838,Terminated,50,0.007905159
6763,6797,5001,31223,1,Terminated,50,0.004053529
6763,6983,5001,31221,1056,Terminated,50,0.007874097
6763,6990,5001,31224,1,Terminated,50,0.004131183
6763,6815,5001,31222,1,Terminated,50,0.004115652
6763,7087,5001,31217,1,Terminated,50,0.004063883
5815,5830,5007,31282,159,Terminated,100,0.005404706
5815,5832,5007,31278,3,Terminated,100,0.005404706
5815,5834,5007,31260,9,Terminated,100,0.005404706
5815,5828,5007,31263,1,Terminated,100,0.005404706
5815,5831,5007,31268,2,Terminated,100,0.005404706
5815,5827,5007,31281,1,Terminated,100,0.005404706
5815,5817,5007,31265,1,Terminated,100,0.005404706
5815,5829,5007,31274,158,Terminated,100,0.005404706
5815,5874,5007,31262,189,Terminated,100,0.005404706
5815,5845,5007,31275,7,Terminated,100,0.005404706
5815,5819,5007,31271,1,Terminated,100,0.005404706
5815,5823,5007,31269,5,Terminated,100,0.005404706
5815,5833,5007,31266,2,Terminated,100,0.005404706
5815,5876,5007,31279,189,Terminated,100,0.005404706
5815,5820,5007,31276,1,Terminated,100,0.005404706
5815,5835,5007,31277,3,Terminated,100,0.005404706
5815,5820,5007,31273,1,Terminated,100,0.005404706
5815,5820,5007,31267,1,Terminated,100,0.005404706
5815,5874,5007,31280,3,Terminated,100,0.005404706
5815,5844,5007,31264,6,Terminated,100,0.005404706
5815,5827,5007,31272,1,Terminated,100,0.005404706
5815,5873,5007,31270,3,Terminated,100,0.005404706
5815,5848,5007,31261,181,Terminated,100,0.005404706
34611,34651,5014,31348,135,Terminated,100,0.005404706
34611,34616,5014,31349,101,Terminated,100,0.005404706
34611,34620,5014,31350,7,Terminated,100,0.005404706
34611,34618,5014,31353,101,Terminated,100,0.005404706
34611,34619,5014,31347,16,Terminated,100,0.005404706
34611,34659,5014,31354,245,Terminated,100,0.005404706
34611,34655,5014,31352,143,Terminated,100,0.005404706
34611,34657,5014,31346,245,Terminated,100,0.005404706
34611,34652,5014,31351,135,Terminated,100,0.005404706
2476,2550,5019,31384,4,Terminated,100,0.005404706
2476,2567,5019,31381,131,Terminated,100,0.005404706
2476,2484,5019,31382,5,Terminated,100,0.005404706
2476,2564,5019,31380,127,Terminated,100,0.005404706
2476,2491,5019,31385,3,Terminated,100,0.005404706
2476,2483,5019,31383,122,Terminated,100,0.005404706
2490,2504,5020,31393,5,Terminated,100,0.005404706
2490,2509,5020,31389,3,Terminated,100,0.005404706
2490,2510,5020,31397,3,Terminated,100,0.005404706
2490,2498,5020,31396,1,Terminated,100,0.005404706
2490,2504,5020,31395,1,Terminated,100,0.005404706
2490,2509,5020,31386,123,Terminated,100,0.005404706
2490,2498,5020,31392,1,Terminated,100,0.005404706
2490,2509,5020,31390,1,Terminated,100,0.005404706
2490,2498,5020,31391,1,Terminated,100,0.005404706
2490,2502,5020,31394,122,Terminated,100,0.005404706
2490,2514,5020,31388,133,Terminated,100,0.005404706
2490,2511,5020,31387,129,Terminated,100,0.005404706
2722,2789,5024,31429,128,Terminated,50,0.009297751
2722,2765,5024,31428,57,Terminated,50,0.016007041
2722,2836,5024,31427,277,Terminated,50,0.008604043
6027,6076,5032,31483,93,Terminated,100,0.005404706
6027,6074,5032,31487,41,Terminated,100,0.005404706
6027,6037,5032,31486,11,Terminated,100,0.005404706
6027,6036,5032,31484,30,Terminated,100,0.005736029
6027,6073,5032,31485,41,Terminated,100,0.005736029
6027,6074,5032,31488,41,Terminated,100,0.005404706
9472,9483,5041,31605,825,Waiting,,
9472,9483,5041,31604,2,Waiting,,
9472,9483,5041,31607,1,Waiting,,
9472,9483,5041,31606,5,Waiting,,
9496,9539,5042,31609,825,Terminated,50,0.00805529
9495,9513,5042,31608,2,Terminated,50,0.00805529
9495,9552,5042,31610,5,Terminated,50,0.004239899
9495,9546,5042,31611,1,Terminated,50,0.004167422
16307,16474,5048,31636,53,Terminated,50,0.009090674
16307,16478,5048,31639,25,Terminated,50,0.007874097
16307,16488,5048,31637,27,Terminated,50,0.007884451
16307,16462,5048,31638,49,Terminated,50,0.009126912
16307,16418,5048,31635,124,Terminated,50,0.016007041
25787,25810,5075,31837,23,Terminated,100,0.005404706
25787,26106,5075,31835,25,Terminated,100,0.005404706
25787,26155,5075,31825,219,Terminated,100,0.005404706
25786,26065,5075,31824,193,Terminated,100,0.005404706
25786,25980,5075,31826,12,Terminated,100,0.005404706
25786,25988,5075,31828,12,Terminated,100,0.005404706
25787,25795,5075,31829,4,Terminated,100,0.005404706
25786,26060,5075,31834,25,Terminated,100,0.005404706
25787,25804,5075,31836,23,Terminated,100,0.005404706
25787,25804,5075,31831,1,Terminated,100,0.005404706
25786,25990,5075,31832,169,Terminated,100,0.005404706
25787,25893,5075,31827,167,Terminated,100,0.005404706
25787,26191,5075,31833,219,Terminated,100,0.005404706
25787,25796,5075,31830,18,Terminated,100,0.005404706
29772,29856,5079,31849,269,Running,50,0.010705873
29772,29856,5079,31848,153,Failed,50,0.016007041
29772,29856,5079,31850,31,Running,50,0.010705873
29772,29856,5079,31851,27,Running,50,0.010705873
31021,31041,5086,31868,11,Terminated,50,0.009277043
31021,31037,5086,31869,11,Terminated,50,0.009209743
31021,31075,5086,31870,13,Terminated,50,0.007977636
41867,41944,5095,31939,13,Terminated,50,0.007977636
41867,41902,5095,31938,11,Terminated,50,0.009209743
41867,41886,5095,31937,11,Terminated,50,0.009277043
47498,47514,5102,31965,101,Terminated,100,0.010705873
47498,47514,5102,31967,100,Terminated,50,0.010705873
47498,47511,5102,31966,100,Terminated,50,0.010705873
47498,47500,5102,31964,1,Terminated,100,0.010705873
47498,47509,5102,31962,1,Terminated,100,0.010705873
47498,47510,5102,31963,1,Terminated,100,0.010705873
55036,55042,5122,32132,1,Terminated,100,0.005404706
55036,55047,5122,32135,1,Terminated,100,0.005404706
55036,55048,5122,32134,5,Terminated,100,0.005404706
55036,55063,5122,32133,175,Terminated,100,0.005404706
55036,55149,5122,32131,11,Terminated,100,0.005404706
55035,55222,5122,32126,193,Terminated,100,0.005404706
55035,55214,5122,32127,13,Terminated,100,0.005404706
55036,55048,5122,32128,519,Terminated,100,0.005404706
55036,55042,5122,32130,1,Terminated,100,0.005404706
55036,55042,5122,32129,4,Terminated,100,0.005404706
55238,55269,5123,32136,1,Terminated,100,0.002754122
56253,56276,5124,32137,11,Terminated,50,0.009277043
56253,56276,5124,32138,11,Terminated,50,0.009209743
56253,56316,5124,32139,13,Terminated,50,0.007977636
11091,11342,5131,32176,1,Terminated,100,0.005404706
11091,11284,5131,32174,62,Terminated,100,0.005404706
11091,11096,5131,32173,1,Terminated,100,0.005404706
11091,11327,5131,32171,125,Terminated,100,0.005404706
11091,11291,5131,32175,63,Terminated,100,0.005404706
11091,11335,5131,32172,127,Terminated,100,0.005404706
14696,14820,5133,32184,127,Terminated,100,0.005404706
14696,14788,5133,32187,63,Terminated,100,0.005404706
14696,14813,5133,32183,125,Terminated,100,0.005404706
14696,14826,5133,32188,1,Terminated,100,0.005404706
14696,14781,5133,32186,62,Terminated,100,0.005404706
14696,14701,5133,32185,1,Terminated,100,0.005404706
4924,4969,5169,32327,63,Terminated,75,0.018657624
4924,5033,5169,32326,7,Terminated,75,0.013356457
4924,5064,5169,32325,147,Terminated,65,0.008107059
5516,5654,5175,32345,231,Terminated,50,0.00800352
5516,5659,5175,32346,1,Terminated,50,0.005404706
5516,5620,5175,32344,248,Terminated,50,0.010705873
5815,5894,5184,32372,35,Terminated,50,0.00805529
5815,5894,5184,32373,1,Terminated,50,0.004074237
5815,5882,5184,32371,29,Terminated,75,0.013356457
20372,20487,5197,32411,12,Terminated,50,0.013356457
20372,20497,5197,32413,1,Terminated,50,0.005404706
20372,20497,5197,32412,23,Terminated,50,0.010705873
21927,22012,5204,32434,1,Terminated,50,0.005404706
21927,21999,5204,32432,12,Terminated,75,0.016007041
21927,22012,5204,32433,23,Terminated,50,0.007827505
21946,22036,5206,32439,23,Terminated,50,0.007827505
21946,22036,5206,32440,1,Terminated,50,0.005404706
21946,22022,5206,32438,12,Terminated,75,0.016007041
28859,28992,5211,32454,71,Terminated,50,0.007915513
28859,28992,5211,32455,1,Terminated,50,0.004094945
28859,28980,5211,32453,47,Terminated,75,0.010705873
2423,2618,5225,32512,139,Terminated,100,0.005404706
2423,2575,5225,32513,137,Terminated,100,0.005404706
2423,2428,5225,32514,1,Terminated,100,0.005404706
2573,2636,5229,32522,132,Terminated,100,0.010705873
2573,2686,5229,32523,45,Terminated,100,0.010705873
2573,2696,5229,32524,1,Terminated,100,0.010705873
3252,3374,5236,32537,245,Terminated,50,0.008065643
3252,3312,5236,32538,117,Terminated,50,0.013356457
3252,3286,5236,32539,1,Terminated,50,0.016007041
3320,3338,5239,32548,1,Terminated,100,0.010705873
3320,3331,5239,32546,461,Terminated,100,0.010705873
3320,3337,5239,32547,155,Terminated,100,0.010705873
3346,3347,5240,32549,1,Terminated,100,0.010705873
3638,3646,5250,32571,1,Terminated,100,0.010705873
3607,3607,5254,32579,1,Terminated,100,0.010705873
9559,9568,5260,32592,1,Terminated,50,0.004084591
9559,9944,5260,32591,473,Terminated,50,0.009592835
9559,9666,5260,32593,357,Terminated,50,0.016007041
27584,27941,5262,32599,357,Terminated,50,0.016007041
27584,27600,5262,32598,1,Terminated,50,0.008572982
27584,28300,5262,32597,459,Terminated,50,0.009007843
31308,32006,5264,32603,473,Terminated,50,0.010395258
31308,31326,5264,32604,1,Terminated,50,0.009033728
31308,31661,5264,32605,357,Terminated,50,0.016007041
45541,45574,5272,32628,1,Terminated,50,0.010705873
45541,45898,5272,32629,358,Terminated,50,0.016007041
45541,46229,5272,32627,475,Terminated,50,0.010705873
47413,48100,5274,32633,451,Terminated,50,0.009691197
47413,47436,5274,32634,1,Terminated,50,0.009950043
47413,47755,5274,32635,357,Terminated,50,0.016007041
10833,10855,5279,32649,22,Terminated,50,0.00805529
10833,10867,5279,32650,1,Terminated,50,0.007998343
28834,28876,5284,32659,62,Terminated,50,0.00805529
